Phenotype,Timepoint,AL_Mean,AL_SE,1D_Mean,1D_SE,2D_Mean,2D_SE,20_Mean,20_SE,40_Mean,40_SE,Diet_FTestStat,Diet_FTestNumDF,Diet_FTestDenDF,Diet_FTestScaling,Diet_FTestPValue,Diet_PairwiseDifferences
PercLymph,11 months,1.206486854239131,0.04077891205555121,1.3654584528512375,0.04186737114580099,1.498704243192279,0.04109432805178042,1.4153620706925725,0.040672954765283806,1.4168024318456864,0.04092457993109954,7.210704352517401,4,404.2665896466944,0.9968533298632233,1.2894268377356592e-5,AL-2D:AL-20:AL-40
PercLymph,23 months,0.7348043823029169,0.07234425467183808,1.0269543098749359,0.06770931392509354,1.0603762498319975,0.06668335589443215,1.1970625896224778,0.06570266489027546,0.9253519377518387,0.0621723886235265,6.161839621498836,4,263.5706262617887,0.9947349814226545,9.384162704299579e-5,AL-1D:AL-2D:AL-20:20-40
PercNeut,11 months,-1.669925059715625,0.044520663794392124,-1.8609751175138327,0.04567253914819618,-2.021332554883944,0.04485355293283565,-1.9113058342628457,0.04440638360468981,-1.9251788878617626,0.044451341927397345,8.806177869697205,4,412.4976095110733,0.996954937013164,7.877017212401763e-7,AL-1D:AL-2D:AL-20:AL-40
PercNeut,23 months,-1.1981024704926257,0.07554303509029255,-1.4346841845112865,0.07094930926004897,-1.4807599358860923,0.06992554569683115,-1.6802279211656506,0.06894295728277766,-1.4099776959182448,0.06450259997105168,6.027561999527719,4,273.787158433891,0.9950079923531224,1.1598396952054516e-4,AL-20:20-40
PercMono,11 months,-3.600906663277009,0.05307229068106641,-3.781898988270212,0.05380352900820999,-3.9688926185114073,0.05326972499972476,-3.912024863545026,0.052954772414419815,-3.9251394117705467,0.05060855422277702,14.328148168704052,4,695.6554553612054,0.9991417884862724,3.018588663456384e-11,AL-1D:AL-2D:AL-20:AL-40:1D-2D
PercMono,23 months,-3.4468238170348657,0.06764386890264149,-3.7061404488342733,0.06439980324161557,-3.67195929392724,0.06372993911047521,-3.7500734854134565,0.06299366133904827,-3.6880746977474876,0.056740176712522405,4.211546754167166,4,364.88556668526667,0.9969346127114609,0.002401837304478673,AL-1D:AL-20:AL-40
PercEos,11 months,-3.3046093795900893,0.062247209716014246,-3.3391489729823145,0.06310637873874421,-3.3490218314769993,0.06268621642556842,-3.2607070886283216,0.06211830624472223,-3.272070074390482,0.05941255712079395,0.5338691114056366,4,687.6656517729967,0.9991054671082656,0.7108966014710205,NA
PercEos,23 months,-3.2325113381413146,0.10478798345304413,-3.6624824401466305,0.09990934351926757,-3.50487267588226,0.09889375285126702,-3.3528057649668166,0.09777623015571481,-3.083947247974018,0.08805131335167267,6.5285337394880525,4,375.484427306537,0.9971110313027729,4.3523525942179636e-5,AL-1D:1D-40:2D-40
NumPlt,11 months,7.081547773592937,0.027424559938921754,7.110075851015921,0.028164824026208558,7.172401074022558,0.027719041295025254,7.157845556435985,0.027335185420271326,7.278395572833395,0.02769730283162226,7.597832338072526,4,390.34151724183323,0.9966749644215003,6.6655121347702055e-6,AL-40:1D-40:20-40
NumPlt,23 months,7.167512488236372,0.04178780154787616,7.2766467430318515,0.03965451664899209,7.296671224250876,0.039190968194467074,7.2550918646284535,0.03871256212697041,7.337385585739295,0.035214221393008054,2.8792454844840742,4,332.74166746325466,0.9963656072688009,0.022841096534310212,AL-40
MPV,11 months,1.6627212164277902,0.02109093517730935,1.7761962085897336,0.02113710041028654,1.8352352766781013,0.02111624761624595,1.7100547546914693,0.02108098091971871,1.7642205919041491,0.020793262522968575,57.14564691202214,4,875.1048812071531,0.9999865780254753,7.291732233219498e-43,AL-1D:AL-2D:AL-20:AL-40:1D-2D:1D-20:2D-20:2D-40:20-40
MPV,23 months,1.6955082995147803,0.025728887159907055,1.765228137097608,0.025556010741060075,1.7885465875470845,0.025533442046606583,1.716004929970675,0.02548975231397036,1.7446702275613684,0.02481983391476551,9.401250307227393,4,646.3618154419706,0.9999794865015084,2.169326934433592e-7,AL-1D:AL-2D:AL-40:1D-20:2D-20:2D-40
MPM,11 months,0.2262269938637613,0.00697081238126247,0.23371386914252182,0.007057699307318713,0.22882926461556635,0.0070157321883226095,0.20968493110147815,0.006957124841887036,0.19820579126747118,0.006648754754793564,8.434291996327625,4,727.9218684083341,0.9992988469207804,1.1811499697724023e-6,AL-40:1D-20:1D-40:2D-40
MPM,23 months,0.2610101870719864,0.00835472011787585,0.263274761349115,0.007942504878466535,0.26112306990900086,0.007854273760062102,0.24126167615756045,0.007761068799322282,0.2244168408572582,0.0070296001237299816,6.412390342053418,4,348.09743450337834,0.9966521322265824,5.470250546183964e-5,AL-40:1D-40:2D-40
PDWcv,11 months,3.761947351683757,0.018027913637333862,3.8278063971717544,0.01810940191279862,3.875159174367538,0.018072171268918438,3.799682729776536,0.01801133841187161,3.844922413193466,0.017545391361319062,19.672864529175662,4,872.4066708072268,0.9999349771144946,1.6175819790002602e-15,AL-1D:AL-2D:AL-20:AL-40:1D-2D:2D-20:20-40
PDWcv,23 months,3.8037036297887012,0.02154157262720171,3.807335611381443,0.021180971414518242,3.821530749642147,0.02112902747243153,3.8237268248293694,0.021038856696441205,3.8294543977905957,0.01971942347915367,1.3148406495628768,4,640.2920597879265,0.9998271120394703,0.2629700522830797,NA
