Phenotype,Timepoint,AL_Mean,AL_SE,1D_Mean,1D_SE,2D_Mean,2D_SE,20_Mean,20_SE,40_Mean,40_SE,Diet_FTestStat,Diet_FTestNumDF,Diet_FTestDenDF,Diet_FTestScaling,Diet_FTestPValue,Diet_PairwiseDifferences
Lymph_PercViable,05 months,0.9159923250640842,0.04875387609432102,1.0658399506158331,0.04872767376035668,1.1742745208004677,0.04861296312033453,1.0385693238715061,0.04867098910527667,1.060302520022696,0.045809985033393466,5.025075306801341,4,669.1473375199779,0.9988832354479699,5.385674018475743e-4,AL-2D:AL-40
Lymph_PercViable,16 months,0.34926867867520495,0.05221731613275743,0.6066550909194752,0.0526153932348166,0.6801307449609526,0.051912258349206514,0.8216196997558658,0.05204828796209373,0.73726360078459,0.05112790087529488,13.204627390042585,4,330.93904273895436,0.9958250899370025,5.431779247556376e-10,AL-1D:AL-2D:AL-20:AL-40:1D-20
Lymph_PercViable,28 months,0.12377171005174625,0.11921737285070495,0.4534813599118605,0.1078630194095707,0.436751674340957,0.10833749467589383,0.4957472332943722,0.10227033968685387,0.3238145926865998,0.09881284963798141,2.219812648317828,4,469.5153521284931,0.999998677365399,0.06589311727060679,NA
Myeloid_PercViable,05 months,-1.2144826097271362,0.044891231128937,-1.3311995185503722,0.044870213713968696,-1.4441528787552147,0.044740304877071806,-1.3407216915994404,0.04480591698099543,-1.3430805366243377,0.04239959885699616,4.459105899023225,4,567.2671523773229,0.9982718639934759,0.001482096800777083,AL-2D
Myeloid_PercViable,16 months,-0.6477919158353762,0.050951250417152726,-0.8792830290599074,0.05128412953765541,-0.9880628836993841,0.05065124620909823,-1.0730966892981306,0.050774528313018034,-1.0021898922828023,0.04925466626251128,12.69145465522761,4,356.16578079179936,0.9962704008417786,1.1488803234563778e-9,AL-1D:AL-2D:AL-20:AL-40
Myeloid_PercViable,28 months,-0.4542343592666157,0.1101967336264915,-0.7364776658105054,0.09922459821966356,-0.6591954995893214,0.09967998501504209,-0.7508482853210097,0.09380264652230948,-0.6201554828869462,0.09042785227230452,1.5792940870999106,4,469.95520570241314,0.9999982921443442,0.17861952984129037,NA
CLLlike_PercViable,05 months,-4.593650265186286,0.05271582376107312,-4.617240600141421,0.05268719262137545,-4.686597402917304,0.05256740617740476,-4.600973182244299,0.05262801274259826,-4.653857494228591,0.049521233092483304,0.8668503018123437,4,685.1625840074803,0.9989646778232484,0.4834194007249669,NA
CLLlike_PercViable,16 months,-4.226046861892591,0.08316792064926097,-4.320053833330183,0.0833397878761888,-4.338908798662709,0.08268984068853243,-4.289473366544729,0.08283211051066125,-4.616244422848694,0.0774350463184717,6.072915253201628,4,564.4247086838132,0.998534167019511,8.657544400847108e-5,AL-40:1D-40:2D-40:20-40
CLLlike_PercViable,28 months,-4.107068989821773,0.13306584111608727,-4.00743609294601,0.1183509833312875,-3.9548294559277557,0.11894764203027501,-4.060465818885806,0.11103520207140304,-4.335227153805716,0.10637682100659439,1.9840247243485376,4,471.42004308297584,0.9999965209166015,0.09581808201396418,NA
Other_PercViable,05 months,-3.3415329751172935,0.1013519646915781,-3.555113081599531,0.10131145238224261,-3.6301502457152615,0.10121742728750249,-3.34411881513312,0.10126514691654386,-3.481619782022448,0.097228446155381,3.096429906949076,4,901.5620627322041,0.999860498356038,0.015156071606369042,AL-2D:2D-20
Other_PercViable,16 months,-3.262423285122048,0.07393492848856435,-3.3686553241342736,0.07415446750014132,-3.442624867876989,0.07349723487362482,-3.5786661271886846,0.07363612349837223,-3.538137451585785,0.06915900706364354,5.012300434423313,4,502.52978166199205,0.998040504323302,5.726867469342536e-4,AL-20:AL-40
Other_PercViable,28 months,-3.256794171021431,0.12401712534361149,-3.5472616081228456,0.11590731102693201,-3.5866079600557215,0.11625425262383123,-3.568118355590974,0.11201141237484905,-3.243330057201172,0.10967927169836286,4.720680177585018,4,467.613740537753,0.9999997400059585,9.627970961117968e-4,1D-40:2D-40:20-40
B_PercViable,05 months,-0.6092569607269899,0.05185055136421219,-0.5448627674051698,0.05182348790255684,-0.4797650139801899,0.05169301842177259,-0.5464951404094084,0.05175898644744415,-0.5227153647084134,0.048764567467447915,1.195386517736989,4,637.1109554751403,0.9987097739878474,0.31159394157406495,NA
B_PercViable,16 months,-0.5979269127642308,0.05974186233766598,-0.4315245736417165,0.0600664643941605,-0.43446885307956284,0.059386403352924985,-0.2596605181699152,0.05952103367572333,-0.6486040108304327,0.05707828194284462,8.790279184413201,4,389.28014411045507,0.9967768611526066,8.39140529271331e-7,AL-20:1D-40:2D-40:20-40
B_PercViable,28 months,-0.9356417521841125,0.13367364998913742,-0.6159498417385046,0.12023972512988683,-0.5210280852907733,0.1207963775039006,-0.4576511532060594,0.1135969039604147,-1.0169708694347694,0.10945565680180683,5.877641632308993,4,470.05819365282184,0.9999981932123114,1.2720623734334362e-4,AL-20:1D-40:2D-40:20-40
T_PercViable,05 months,-0.8107482268881274,0.04539132388700753,-0.7504313768687368,0.045369589569068954,-0.7016671343610734,0.045241120701960395,-0.7452886552239091,0.04530601808729718,-0.7660407896145367,0.04283287214110566,1.044041133468187,4,578.5164536251965,0.998348837922827,0.38370190008915406,NA
T_PercViable,16 months,-1.5457450391449128,0.05696742430298159,-1.3934706153028227,0.0573276625634192,-1.3018180571356313,0.0566313094470048,-1.286527738691525,0.05676728463585452,-0.9471544987897403,0.054942590966212936,18.15176043649921,4,361.84882535553885,0.9963632466041881,1.3363363452648327e-13,AL-2D:AL-20:AL-40:1D-40:2D-40:20-40
